Nome Promocao;Data Inicial;Data Final;SKU;Nome Item;Preco Vendido;Preco Promocao;Ativacao
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;602907;ABS SYM C A SUAVE ROXO 8UN;4.09;3.55;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;387682;ACUCAR MASCAVO SOL NATUS 500G;6.99;5.99;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;010023;ADOCANTE LIQ ASSUGRIN 100ML;4.69;3.75;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;690256;ARROZ EXPORT ADB 1KG TP1;7.69;7.33;4
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;242400;ASA FRANGO RESFRIADA KG;19.99;15.58;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;607599;ASSADEIRA MARINEX 5LT S TAMPA RETAG;48.9;43.05;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;482950;AZEITONA PREDILECTA 120G FATIAD SCH;6.99;5.33;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;696326;BALA FINI GELATINA 70G RAIO;7.99;7.16;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;696333;BALA FINI GELATINA 70G CHAPEU SELET;7.99;7.16;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;696340;BALA FINI GELATINA 70G EDWIGES;7.99;7.16;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;696357;BALA FINI GELATINA 70G OC DO HARRY;7.99;7.16;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;515863;BARRA CEREAL RITTER 20G AVELA AVEIA;1.75;1.51;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;515887;BARRA CEREAL RITTER 20G BRIGAD AVEI;1.75;1.51;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;637978;BARRA CEREAL RITTER 20G MORAN AVEIA;1.75;1.51;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;515870;BARRA CEREAL RITTER 20G BANANA AVEI;1.75;1.51;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;429726;BATATA PALHA ANCHIETA 100G EXT FINA;6.39;5.74;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;473910;BISC JUVIS WAFER 100G CHOCOLATE;2.15;1.91;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;473903;BISC JUVIS WAFER 100G MORANGO;2.15;1.91;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;493093;BISC JUVIS WAFER 100G LIMAO;2.15;1.91;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;493086;BISC JUVIS WAFER 100G BAUNILHA;2.15;1.91;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;696302;BISC NINFA DONUS 75G CHOC AO LEITE;6.49;5.61;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;696296;BISC NINFA DONUS 75G CHOC AMAR CRIS;6.49;5.61;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;696319;BISC NINFA DONUS 75G CHOC BRANCO;6.49;5.61;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;402958;BISC OREO RECH 90G CHOC BAUNILHA;4.59;3.8;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;464208;BISC OREO RECH 90G CHOCOLATE;4.59;3.8;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;231060;BISC SALKIM 90G TRADICIONAL;1.69;1.46;4
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;231053;BISC SALKIM 90G PIZZA;1.69;1.46;4
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;231077;BISC SALKIM 90G CHURRASCO;1.69;1.46;4
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;473521;BISC SALKIM 90G BACON;1.69;1.46;4
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;645577;BLEND PORTUGUESINHO 500ML EXT VIRG;17.59;15.53;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;476843;BOMBOM ARCOR 15G AMARGO;1.15;0.92;4
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;391818;BOMBOM ARCOR 15G MORANGO CREME;1.15;0.92;4
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;391795;BOMBOM ARCOR 15G BRIGADEIRO;1.15;0.92;4
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;641241;BOMBOM ARCOR 15G BEIJINHO;1.15;0.92;4
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;114387;BOMBOM ARCOR 15G DOCE LEITE;1.15;0.92;4
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;605434;CAFE LEGENDARIO 500G TRADICIONAL;11.79;10.66;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;520072;CAFE LEGENDARIO 500G EXTRA FORTE;11.79;10.66;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;169851;CAFE TRES CORACOES 500G FORT;23.99;18.09;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;360012;CALDO SAZON 37 5G FRANGO TOQ SHOYU;2.99;2.63;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;362856;CALDO SAZON 37 5G BACON;2.99;2.63;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;119429;CALDO SAZON 37.5G GALINHA;2.99;2.63;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;119436;CALDO SAZON 37.5G CARNE;2.99;2.63;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;268554;CALDO SAZON 37.5G BACON DEFUMADO;2.99;2.63;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;299787;CALDO SAZON 37.5G PICANHA;2.99;2.63;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;362849;CALDO SAZON 37.5G CARNE DE PANELA;2.99;2.63;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;476393;CALDO SAZON 37.5G CAMARAO;2.99;2.63;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;521604;CALDO SAZON 32.5G BACON;2.99;2.63;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;520263;CALDO SAZON 32.5G CARNE;2.99;2.63;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;520270;CALDO SAZON 32.5G COSTELA;2.99;2.63;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;521628;CALDO SAZON 32.5G GALINHA;2.99;2.63;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;521611;CALDO SAZON 32.5G LEGUMES;2.99;2.63;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;520256;CALDO SAZON 32.5G PICANHA;2.99;2.63;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;013192;COCO RALADO MENINA 50G;2.29;1.97;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;206495;COND SEDA 600ML ONDAS MARCANTES;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;037303;COND SEDA 350ML CACHOS COMPORTADOS;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;103992;COND SEDA 350ML SELECTIVE;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;092340;COND SEDA 350ML DNA VEGETAL;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;009874;COND SEDA 350ML COLOR VITAL;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;031509;COND SEDA 350ML KERAFORCE;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;587457;COND SEDA 350ML CONTROL CASPA;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;206433;COND SEDA 350ML VERAO BLOCK;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;087988;COND SEDA 350ML CITRIC;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;069915;COND SEDA 350ML LISO PERFEITO;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;087971;COND SEDA 350ML LANOLINA;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;028547;COND SEDA 350ML VITALIDADE EQUILIBR;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;025904;COND SEDA 350ML CERAMIDAS;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;043670;COND SEDA 350ML PRETOS LUMINOSOS;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;292122;COND SEDA 350ML CHOCOLATE INTENSE;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;206464;COND SEDA 350ML BRILHO GLOSS;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;199773;COND SEDA 350ML SOS RECONSTRUCAO;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;328821;COND SEDA 350ML PRO COLOR;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;328814;COND SEDA 325ML POS ALISAMENTO QUIM;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;382519;COND SEDA 350ML KERAFORCE ORIGINAL;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;382526;COND SEDA 350ML KERAFORCE QUIMICA;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;409131;COND SEDA 350ML REC NATURAL ANTIQUE;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;440134;COND SEDA 325ML BRILHO GLOSS;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;438872;COND SEDA 325ML CERAMIDAS;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;347563;COND SEDA 325ML CRESCIMENTO SAUDAVE;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;437509;COND SEDA 325ML LISO PERFEITO;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;435215;COND SEDA 325ML PRETOS LUMINOSOS;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;224703;COND SEDA 325ML OLEO HIDRATACAO;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;435222;COND SEDA 325ML POS ALISAMENTO;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;441896;COND SEDA 325ML PUREZA REFRESCANTE;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;441940;COND SEDA 325ML RESTAURACAO INSTANT;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;441933;COND SEDA 325ML MEL E AVEIA;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;439831;COND SEDA 325ML CACHOS DEFINIDOS;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;226295;COND SEDA 325ML ANTI NOS;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;441926;COND SEDA 325ML KERAFORCE ORIGINAL;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;433396;COND SEDA 325ML LISO EXTREMO;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;248549;COND SEDA 325ML BRILHO MOV;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;248532;COND SEDA 325ML HID LEVEZA;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;259187;COND SEDA 325ML ABACATE E CARITE;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;498401;COND SEDA 325ML BOMBA ARGAN;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;500210;COND SEDA 325ML BABOSA+OLEOS;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;631327;COND SEDA 325ML HIDRATACAO MICELAR;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;631310;COND SEDA 325ML COCO;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;168458;COND SEDA 350ML LOIROS RADIANTES;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;168472;COND SEDA 350ML VERMELHOS VIBRANTES;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;168465;COND SEDA 350ML CAB CASTANHOS;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;180733;COND SEDA 350ML ANTI SPONGE;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;191463;COND SEDA 350ML CONTROL QUEDA;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;185974;COND SEDA 350ML ONDAS MARCANTES;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;206396;COND SEDA 350ML LISO EXTREMO;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;298582;COND SEDA 350ML CAMADAS DESRACADAS;15.19;13.31;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;087599;COPO NADIR AMERICANO 190ML;1.55;1.36;7
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;429702;CR DENTAL ORAL B 70G 1 2 3 MENTA;2.89;2.54;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;499965;CR CULINARIO TRIANGULO 200G;3.09;2.72;4
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;098793;DESINF MINUANO 500ML LAVANDA;3.39;2.89;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;131902;DESINF MINUANO 500ML HERBAL;3.39;2.89;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;098786;DESINF MINUANO 500ML FLORAL;3.39;2.89;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;101806;DESINF MINUANO 500ML EUCALIPTO;3.39;2.89;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;098823;DESINF MINUANO 500ML EUCALIPTO;3.39;2.89;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;153300;DESINF MINUANO 500ML MARINE;3.39;2.89;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;667470;DETERG LIQ BIOBRILHO 500ML LIMAO;1.75;1.55;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;667487;DETERG LIQ BIOBRILHO 500ML MACA;1.75;1.55;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;426213;DETERG LIQ BIOBRILHO 500ML NEUTRO;1.75;1.55;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;426206;DETERG LIQ BIOBRILHO 500ML CLEAR;1.75;1.55;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;219372;DONUTS UN;2.8;2.12;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;512817;ERVILHA FUGINI 170G SCH;3.45;2.82;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;102339;ESPONJA BETTANIN BRILHUS DUPLA FACE;0.99;0.91;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;680059;FARINHA ARROZ URBANO 500G FLOCADA;3.69;3.4;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;181389;FEIJAO CARIOQUINHA DUPRATO 1KG;7.99;6.67;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;068062;FILE PEITO PIFPAF 1KG BANDEJA;20.79;19.33;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;681445;FRALDA MASTERFRAL CONFORT C7 G;16.99;15.39;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;067584;GOIABADA PREDILECTA 500G;7.89;6.41;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;383981;INSET RAID PASTILHA EUC C12 12N;6.29;5.53;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;417570;INSET RAID PASTILHA C12 12N;6.29;5.53;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;216791;KETCHUP FUGINI 180G TRAD SCH BICO;2.69;2.2;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;442978;KIT LIMPEZA 3PCS DECORADO;12.79;11.02;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;028486;LAMINA WILKINSON C3 UNID;1.59;1.47;6
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;504584;LASANHA PIFPAF 600G BOLONHESA;13.19;11.77;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;499873;LASANHA PIFPAF 600G CALABRESA;13.19;11.77;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;603409;LASANHA PIFPAF 600G FRANGO MOL ROSE;13.19;11.77;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;603904;LASANHA PIFPAF 600G 4 QUEIJOS;13.19;11.77;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;028424;LEITE DE ROSAS 100ML;4.79;4.25;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;104302;LEITE SOJA ADES 1L ORIGINAL;9.39;8.45;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;676144;LEITE SOJA ADES 1L ORIGINAL ZERO;9.39;8.45;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;614962;LIMP PERF UAU 1L CUIDADO CARINHO;9.29;6.58;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;484411;LIMP PERF UAU 1L BRISA FRESCOR;9.29;6.58;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;396837;LIMP PERF UAU 1L LAVANDA CONFORTO;9.29;6.58;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;396844;LIMP PERF UAU 1L FLORES VERMELHAS;9.29;6.58;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;614917;LIMP PERF UAU 1L REQUINTE;9.29;6.58;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;621984;LIMP PERF UAU 1L FLORES SONHOS;9.29;6.58;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;007290;LING CHURRASCO SUINA PIFPAF KG;20.99;18.59;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;242394;LING FRANGO CHURRASCO AVIVAR KG;15.99;14.44;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;515269;LUA DE MEL BAUNILHA UN;2.6;2.09;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;683845;MAC MILANI SEMO 500G ESPAGUETE N8;3.65;3.3;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;683838;MAC MILANI SEMO 500G PADRE NOSSO;3.65;3.3;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;985079;MACA DE PEITO PROMOCAO KG;25.99;23.92;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;256773;MAIONESE D CASA 200G TRADICIONAL;7.65;6.81;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;685863;MANTEIGA BOA VISTA 200G;8.99;8.2;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;015653;MARGARINA CLAYBOM 250G;3.89;3.44;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;020084;MEL FLOR DA SERRA 35G C 10;3.89;3.35;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;629430;MILHO VERDE MINAS MAIS 170G SACHE;3.49;3.12;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;513999;MIX CASTANHAS NUTS NAYNA 100G;12.39;9.66;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;502139;MOLHO INGLES IRICI 150ML;3.69;3.17;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;680950;MOLHO TOM OLE 300G TRAD SCH;1.69;1.35;4
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;002813;PAO BORBOLETA UN;1.0;0.79;4
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;265140;PAO DE ACUCAR UN;1.0;0.8;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;508568;PAO DE MEL - LEITE PO UN;1.89;1.52;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;008006;PAO DOCE COM CREME UN;1.9;1.57;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;508575;PAO DOCE DE COCO C CREME UN;2.6;2.14;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;273121;PAO QUEIJO PIFPAF 400G COQUETEL;9.69;8.03;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;136167;PAO QUEIJO PIFPAF 400G TRAD;9.69;8.03;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;493468;PAO RECHEADO UN;2.3;1.92;4
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;261302;PAO TATUZINHO UN;1.0;0.79;6
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;665360;PAPEL HIG ATUALLE 20M C12 MAX;15.79;14.03;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;621175;PAPEL TOALHA YURI FIT C2;4.79;4.19;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;486743;PASTEL CHINES FRANGO UN;6.0;4.1;4
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;516341;PASTEL DE GUARANA UN;5.0;3.1;4
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;242288;PEITO DE FRANGO RESFRIADO KG;17.99;15.74;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;241540;PERNIL DIANTEIRO KG;11.99;10.99;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;096775;PIZZA PIFPAF 460G CALABRESA;17.99;14.38;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;093330;PIZZA PIFPAF 460G FRANGO REQUEIJAO;17.99;14.38;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;069571;PIZZA PIFPAF 460G MUSSARELA;17.99;14.38;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;069625;PIZZA PIFPAF 460G PRESUNTO;17.99;14.38;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;093323;PIZZA PIFPAF 460G NAPOLITANA;17.99;14.38;2
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;248693;PRATO DURALEX FUNDO PRIMAVERA 22CM;6.09;5.39;7
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;093354;PRESUNTO PIFPAF KG;24.99;21.62;1
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;001724;QUEIJO MUCARELA KG;46.9;40.21;1
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;304375;REF MID 25G CUPUACU;1.25;1.16;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;157421;REF MID 25G GRAVIOLA;1.25;1.16;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;406468;REF MID 25G COCO VERDE;1.25;1.16;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;643122;REF MID 20G LIMAO;1.25;1.16;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;639279;REF MID 20G MELANCIA;1.25;1.16;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;638616;REF MID 20G GOIABA;1.25;1.16;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;638623;REF MID 20G GROSELHA;1.25;1.16;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;642088;REF MID 20G JABUTICABA;1.25;1.16;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;644730;REF MID 20G LARANJA;1.25;1.16;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;639286;REF MID 20G UVA;1.25;1.16;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;638630;REF MID 20G MARACUJA;1.25;1.16;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;638913;REF MID 20G MORANGO;1.25;1.16;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;642064;REF MID 20G ABACAXI;1.25;1.16;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;638609;REF MID 20G BAUNILHA LIMAO;1.25;1.16;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;642026;REF MID 20G TANGERINA;1.25;1.16;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;696371;REF MID 20G CAJU;1.25;1.16;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;641807;REF MID 20G MANGA;1.25;1.16;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;638906;REF MID 20G GRAVIOLA;1.25;1.16;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;642071;REF MID 20G GUARANA;1.25;1.16;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;641784;REF MID 20G LARANJA DOCINHA;1.25;1.16;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;641791;REF MID 20G LIMONADA SUICA;1.25;1.16;3
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;523158;REF TORNADO 15G LARANJA;1.09;0.89;4
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;523189;REF TORNADO 15G UVA;1.09;0.89;4
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;523172;REF TORNADO 15G MARACUJA;1.09;0.89;4
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;523141;REF TORNADO 15G LIMAO;1.09;0.89;4
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;523134;REF TORNADO 15G ABACAXI;1.09;0.89;4
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;523165;REF TORNADO 15G MORANGO;1.09;0.89;4
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;443197;REF TORNADO 20G LARANJA;1.09;0.89;4
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;442800;REF TORNADO 20G MARACUJA;1.09;0.89;4
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;442817;REF TORNADO 20G ABACAXI;1.09;0.89;4
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;442824;REF TORNADO 20G MORANGO;1.09;0.89;4
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;442831;REF TORNADO 20G UVA;1.09;0.89;4
TABLOIDE 01 A 13 - EF;2024-07-01;2024-07-13;442848;REF TORNADO 20G LIMAO;1.09;0.89;4
