Nome Promocao;Data Inicial;Data Final;SKU;Nome Item;Preco Vendido;Preco Promocao;Ativacao
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;680950;MOLHO TOM OLE 300G TRAD SCH;1.49;1.29;3
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;000208;MORTADELA OURO PERDIGAO KG;26.99;26.09;1
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;002813;PAO BORBOLETA UN;0.9;0.79;4
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;265140;PAO DE ACUCAR UN;0.89;0.79;3
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;508568;PAO DE MEL - LEITE PO UN;1.59;1.59;3
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;008006;PAO DOCE COM CREME UN;1.8;1.59;3
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;508575;PAO DOCE DE COCO C CREME UN;2.4;2.09;3
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;694025;PAO QUEIJO IDEAL 800G GOURMET;18.69;16.49;2
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;493468;PAO RECHEADO UN;2.3;1.89;4
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;261302;PAO TATUZINHO UN;0.9;0.79;6
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;665360;PAPEL HIG ATUALLE 20M C12 MAX;17.99;14.89;2
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;665223;PAPEL TOALHA BIANCO C2;5.59;4.99;2
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;486743;PASTEL CHINES FRANGO UN;5.0;4.09;4
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;516341;PASTEL DE GUARANA UN;4.0;3.19;4
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;985086;PATINHO PROMOCAO KG;34.99;30.39;3
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;241854;PERNIL SUINO KG;17.49;16.09;4
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;304375;REF MID 25G CUPUACU;1.49;1.09;4
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;157421;REF MID 25G GRAVIOLA;1.49;1.09;4
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;406468;REF MID 25G COCO VERDE;1.49;1.09;4
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;643122;REF MID 20G LIMAO;1.49;1.09;4
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;639279;REF MID 20G MELANCIA;1.49;1.09;4
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;638616;REF MID 20G GOIABA;1.49;1.09;4
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;638623;REF MID 20G GROSELHA;1.49;1.09;4
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;642088;REF MID 20G JABUTICABA;1.49;1.09;4
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;644730;REF MID 20G LARANJA;1.49;1.09;4
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;639286;REF MID 20G UVA;1.49;1.09;4
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;638630;REF MID 20G MARACUJA;1.49;1.09;4
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;638913;REF MID 20G MORANGO;1.49;1.09;4
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;642064;REF MID 20G ABACAXI;1.49;1.09;4
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;638609;REF MID 20G BAUNILHA LIMAO;1.49;1.09;4
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;642026;REF MID 20G TANGERINA;1.49;1.09;4
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;696371;REF MID 20G CAJU;1.49;1.09;4
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;641807;REF MID 20G MANGA;1.49;1.09;4
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;638906;REF MID 20G GRAVIOLA;1.49;1.09;4
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;642071;REF MID 20G GUARANA;1.49;1.09;4
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;641784;REF MID 20G LARANJA DOCINHA;1.49;1.09;4
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;641791;REF MID 20G LIMONADA SUICA;1.49;1.09;4
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;020701;REFRIG COCA COLA 2L;10.89;10.09;2
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;391382;REQUEIJAO GODAM 410G LIGHT;13.29;12.39;2
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;523271;ROCAMBOLE PEDACO UN;5.99;4.59;3
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;283021;RODO CONDOR SIMPLES 40CM RF 1125;18.39;15.89;2
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;513661;ROSQUINHA BARBIERI 550G LEITE;7.99;7.09;2
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;513654;ROSQUINHA BARBIERI 550G COCO;7.99;7.09;2
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;624138;SAB PO BRILHANTE CAIXA 1.6KG LIMP;21.99;19.49;2
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;094122;SAB POMPOM 90G OLEO AMENDOA;3.55;3.19;3
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;030700;SAB POMPOM 70G GLICERINADO;3.55;3.19;3
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;030694;SAB POMPOM 70G LOCAO HIDRATANTE;3.55;3.19;3
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;100649;SAB POMPOM 80G CAMOMILA ERVA CIDREI;3.55;3.19;3
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;187855;SAB POMPOM 80G LEITE E MEL;3.55;3.19;3
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;671385;SABAO BARRA MINUANO 900G GLICERINA;15.49;10.39;2
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;068109;SALSICHA PIFPAF KG;9.99;9.19;3
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;246583;SOBRECOXA RESFRIADA KG;13.99;12.89;4
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;698313;SUCO UVA SABORUVA 1.4L 100 C MACA;20.39;18.09;4
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;109253;TEMP SAZON 60G ARROZ BRANCO;5.99;4.99;2
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;167772;TEMP SAZON 60G NORDESTE;5.99;4.99;2
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;307093;TEMP SAZON 60G SABOR DO SUL;5.99;4.99;2
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;393461;TEMP SAZON 60G TOQUE ALHO;5.99;4.99;2
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;393478;TEMP SAZON 60G LIMAO;5.99;4.99;2
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;019484;TEMP SAZON 60G VERDE FRANGO;5.99;4.99;2
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;019491;TEMP SAZON 60G VERMELHO;5.99;4.99;2
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;019477;TEMP SAZON 60G AMARELO;5.99;4.99;2
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;053679;TEMP SAZON 60G LARANJA;5.99;4.99;2
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;053686;TEMP SAZON 60G MARROM;5.99;4.99;2
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;032490;TEMP SAZON 60G VERDE P SALADA;5.99;4.99;2
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;615273;TEMP SAZON 60G PIPOCA;5.99;4.99;2
TABLOIDE 12 A 24 - AJ;2024-08-12;2024-08-24;241946;TOUCINHO KG;12.99;9.19;4
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;300803;ABS SYM C A NOTURNO SUAVE LV8 PG7;6.99;5.49;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;132565;ACHOC PO TODDY 380G LIGHT;19.79;17.59;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;383929;ACUCAR MASCAVO SOL NATUS 1KG;13.59;11.99;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;010122;ACUCAR REFINADO UNIAO 1KG;5.79;5.19;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;310765;ADOCANTE LIQ MAGRO 100ML;7.99;6.79;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;064132;ADOCANTE LIQ ZERO CAL 100ML;7.49;6.49;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;188050;AP BARBEAR GILLETTE ULT GRIP UN;3.99;2.89;4
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;073929;APRESUNTADO PIFPAF KG;22.79;16.19;1
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;097642;ARROZ FLOR DA PRAIA 5KG TP1;29.99;29.19;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;242400;ASA FRANGO RESFRIADA KG;18.49;17.09;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;616423;AVEIA BRASINGRAOS 500G FLOCOS FINOS;10.39;8.99;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;693349;BALDE 12LT 2 IRMAOS REFORCADO;13.89;11.99;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;666206;BATATA PALHA VILLEMIX 300G;11.59;10.59;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;669139;BISC AYMORE 164G AGUA E SAL;3.89;3.29;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;669146;BISC AYMORE 164G CREAM CRACKER;3.89;3.29;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;461023;BISC AYMORE SALPET 100G ORIGINAL;3.09;2.79;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;477369;BISC DANIX RECH 130G MORANGO;3.49;3.09;4
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;477819;BISC DANIX RECH 130G CHOCO-CHOCO;3.49;3.09;4
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;476898;BISC DANIX RECH 130G CHOCOLATE;3.49;3.09;4
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;477352;BISC DANIX RECH 130G CHOCO SHAKE;3.49;3.09;4
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;665421;BISC NINFA WAFER 84G CHOCOLATE;2.45;2.19;5
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;665445;BISC NINFA WAFER 84G MORANGO;2.45;2.19;5
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;665438;BISC NINFA WAFER 84G LIMAO;2.45;2.19;5
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;187176;CAFE PILAO 500G VACUO TRADICIONAL;23.19;20.89;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;416740;CAFE PILAO 500G VACUO EXTRA FORTE;23.19;20.89;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;169851;CAFE TRES CORACOES 500G FORT;21.89;18.49;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;671484;CHOC BARRA NESTLE 80G CLASSIC M AMA;10.89;7.59;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;671460;CHOC BARRA NESTLE 80G GALAK;10.89;7.59;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;671552;CHOC BARRA NESTLE 80G CLASSIC DUO;10.89;7.59;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;671477;CHOC BARRA NESTLE 80G CLASSIC LEITE;10.89;7.59;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;675475;CHOC BARRA NESTLE 80G CRUNCH;10.89;7.59;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;620390;CHOC BARRA SNICKERS 45G AMEND;3.99;3.59;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;676168;CHOC BARRA SNICKERS 42G MOUSS MARAC;3.99;3.59;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;676151;CHOC BARRA SNICKERS 42G MOUSS LIMAO;3.99;3.59;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;518970;CHOC BARRA SNICKERS 42G DARK;3.99;3.59;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;429702;CR DENTAL ORAL B 70G 1 2 3 MENTA;2.89;2.59;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;082174;CR LEITE IBITURUNA 200G TP;4.29;3.79;4
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;123549;DESENG MARINA 500ML SQUEEZE;5.59;4.99;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;284271;DETERG LIQ YPE 500ML ANTIBAC;2.69;2.49;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;022989;DETERG LIQ YPE 500ML NEUTRO;2.69;2.49;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;023009;DETERG LIQ YPE 500ML MACA;2.69;2.49;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;022996;DETERG LIQ YPE 500ML LIMAO;2.69;2.49;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;022965;DETERG LIQ YPE 500ML COCO;2.69;2.49;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;022972;DETERG LIQ YPE 500ML CLEAR;2.69;2.49;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;156868;DETERG LIQ YPE 500ML CLEAR SOFT;2.69;2.49;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;156875;DETERG LIQ YPE 500ML CLEAR CARE;2.69;2.49;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;183901;DETERG LIQ YPE 500ML FRUTY;2.69;2.49;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;490788;DETERG LIQ YPE 500ML CAPIM LIMAO;2.69;2.49;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;219372;DONUTS UN;2.8;2.19;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;605717;DS MONANGE AERO 150ML SENSIVEL;14.19;12.39;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;237789;DS MONANGE AERO 150ML FLOR LAVANDA;14.19;12.39;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;602730;DS MONANGE AERO 150ML FRUT VERMELHA;14.19;12.39;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;435239;DS MONANGE AERO 150ML HIDRAT INTENS;14.19;12.39;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;121415;DS MONANGE AERO 150ML DETOX FRESH;14.19;12.39;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;511995;DS MONANGE AERO 150ML PROTECAO SECA;14.19;12.39;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;260978;DS MONANGE AERO 150ML INVISIVEL;14.19;12.39;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;284073;ESPONJA CONDOR MULTIUSO PESADA UN;1.39;1.29;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;675987;FARINHA LACTEA NESTLE 360G LATA;16.99;14.69;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;698320;FARINHA TRIGO ROSA BRANCA 1KG PAPEL;4.29;3.89;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;181372;FEIJAO PRETO DUPRATO 1KG;9.99;7.89;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;011549;FILE DE PEITO RESFRIADO KG;23.99;21.79;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;068062;FILE PEITO PIFPAF 1KG BANDEJA;21.99;19.89;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;043427;FILTRO PAPEL MELITTA 103;5.39;4.79;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;611411;FRALDA CAPRICHO BABY C80 P;45.9;43.89;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;611237;FRALDA CAPRICHO BABY C70 M;45.9;43.89;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;611244;FRALDA CAPRICHO BABY C60 G;45.9;43.89;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;611220;FRALDA CAPRICHO BABY C50 EG;45.9;43.89;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;611213;FRALDA CAPRICHO BABY C40 XXG;45.9;43.89;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;616362;GRANOLA BRASINGRAOS 500G MALTEINGRA;21.59;18.59;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;616379;GRANOLA BRASINGRAOS 500G MEL IN GRA;21.59;18.59;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;616386;GRANOLA BRASINGRAOS 500G MULSIN ZR;21.59;18.59;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;616393;GRANOLA BRASINGRAOS 500G TRADICIONA;21.59;18.59;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;616409;GRANOLA BRASINGRAOS 500G ESPECIAL;21.59;18.59;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;616416;GRANOLA BRASINGRAOS 500G INTEGRAL;21.59;18.59;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;312929;GUARDANAPO MILI 21X22CM C 50;2.25;1.89;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;479301;INSET RAID AP+LIQ 32.9ML 45N;28.39;23.19;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;068871;KETCHUP PREDILECTA 400G TRADICIONAL;7.79;5.59;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;027540;KETCHUP PREDILECTA 400G PICANTE;7.79;5.59;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;442978;KIT LIMPEZA 3PCS DECORADO;12.79;11.09;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;204224;KIT NIELY GOLD MAX QUER CR HID FINA;22.89;17.49;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;200240;KIT NIELY GOLD CARGA QUERATINA 300G;22.89;17.49;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;200257;KIT NIELY 450ML SH COND QUERATINA;22.89;17.49;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;188937;KIT NIELY GOLD ESCOVA DE CHOCOLATE;22.89;17.49;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;201803;KIT NIELY 300ML SH+COND CHOCOLATE;22.89;17.49;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;300148;KIT NIELY GOLD ESCOVA 260G ORQUIDEA;22.89;17.49;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;294980;KIT NIELY 450ML SH COND AGUA TERM +;22.89;17.49;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;215138;KIT NIELY 300ML SH+COND ANTI-STRESS;22.89;17.49;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;270342;KIT NIELY 300ML SH+COND NUT ABSOLUT;22.89;17.49;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;316941;KIT NIELY 300ML SH COND FOR MEN;22.89;17.49;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;346450;KIT NIELY 300ML SH+CON PROT DA COR;22.89;17.49;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;346467;KIT NIELY 450ML SH COND POS QUIMICA;22.89;17.49;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;359634;KIT NIELY 300ML SH COND RESIST CAPI;22.89;17.49;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;390088;KIT NIELY 300ML SH COND REC PROFUND;22.89;17.49;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;432146;KIT NIELY 450ML SH COND NUTRICAO PO;22.89;17.49;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;453035;KIT NIELY 300ML SH COND CHOCOLATE;22.89;17.49;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;631457;KIT NIELY 450ML SH COND COMPRD FORT;22.89;17.49;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;631440;KIT NIELY 450ML SH COND AGUA COCO;22.89;17.49;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;698351;KIT NIELY 450ML SH COND DETOX LIMAO;22.89;17.49;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;444149;KIT NIELY 450ML SH COND CACHOS;22.89;17.49;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;015127;LEITE COND NESTLE MOCA 395G LATA;10.79;8.59;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;614962;LIMP PERF UAU 1L CUIDADO CARINHO;9.19;7.09;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;484411;LIMP PERF UAU 1L BRISA FRESCOR;9.19;7.09;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;396837;LIMP PERF UAU 1L LAVANDA CONFORTO;9.19;7.09;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;396844;LIMP PERF UAU 1L FLORES VERMELHAS;9.19;7.09;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;614917;LIMP PERF UAU 1L REQUINTE;9.19;7.09;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;621984;LIMP PERF UAU 1L FLORES SONHOS;9.19;7.09;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;007290;LING CHURRASCO SUINA PIFPAF KG;23.69;19.79;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;242394;LING FRANGO CHURRASCO AVIVAR KG;16.99;14.79;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;242202;LING MISTA VIVENCI KG;12.99;11.99;2
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;515269;LUA DE MEL BAUNILHA UN;2.6;2.09;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;281485;MAC NINFA OVOS 500G ESPAGUETE;4.49;3.89;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;281317;MAC NINFA OVOS 500G PADRE NOSSO;4.49;3.89;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;281324;MAC NINFA OVOS 500G PARAFUSO;4.49;3.89;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;281331;MAC NINFA OVOS 500G PENNE;4.49;3.89;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;237567;MAC NINFA OVOS 500G LINGUINE;4.49;3.89;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;433884;MAC NINFA OVOS 500G FIDELINHO;4.49;3.89;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;017190;MAC NISSIN 85G CAMARAO;3.29;2.89;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;008488;MAC NISSIN 90G CALDO DE CARNE;3.29;2.89;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;103466;MAC NISSIN 90G CALABRESA;3.29;2.89;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;103459;MAC NISSIN 90G CHURRASCO;3.29;2.89;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;032476;MAC NISSIN 90G QUEIJO;3.29;2.89;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;017206;MAC NISSIN LAMEN 85G CARNE;3.29;2.89;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;017121;MAC NISSIN LAMEN 85G GALINHA;3.29;2.89;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;017114;MAC NISSIN LAMEN 85G GALINHA CAIPIR;3.29;2.89;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;017138;MAC NISSIN LAMEN 85G LEGUMES;3.29;2.89;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;017183;MAC NISSIN LAMEN 85G BACON;3.29;2.89;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;171694;MAC NISSIN 85G QUEIJO;3.29;2.89;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;121941;MAC NISSIN LAMEN 85G CARNE C TOMATE;3.29;2.89;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;121934;MAC NISSIN 85G GALIMHA C LEGUMES;3.29;2.89;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;047524;MAC NISSIN MONICA 85G CARNE;3.29;2.89;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;047531;MAC NISSIN MONICA 85G GALINHA;3.29;2.89;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;052870;MAC NISSIN MONICA 85G TOMATE;3.29;2.89;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;046428;MAC NISSIN CREMOSO 88G CHEDDAR;3.29;2.89;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;042819;MAC NISSIN CREMOSO 88G BACON;3.29;2.89;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;120203;MAC NISSIN CREMOSO 88G FRANGO;3.29;2.89;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;175326;MAC NISSIN HOT 80G MEXICANO;3.29;2.89;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;175319;MAC NISSIN HOT 85G CALABRESA;3.29;2.89;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;206655;MAC NISSIN LAMEN 85G PICANHA;3.29;2.89;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;268561;MAC NISSIN 80G LIGHT PEITO PERU;3.29;2.89;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;425032;MAC NISSIN LAMEN 85G FRANGO ASSADO;3.29;2.89;3
TABLOIDE 12 A 24 - DV2;2024-08-12;2024-08-24;615280;MAC NISSIN CREMOSO 88G ESTROGONOFE;3.29;2.89;3
